2,1,0.418
31,1,0.418
32,1,0.164
1,2,0.418
3,2,0.1641
31,2,0.093
32,2,0.0035
33,2,0.3214
2,3,0.1641
4,3,0.3363
32,3,0.3324
33,3,0.0001
34,3,0.1671
3,4,0.3363
5,4,0.1681
33,4,0.1646
35,4,0.3311
4,5,0.1681
6,5,0.3337
34,5,0.3314
36,5,0.1669
5,6,0.3337
7,6,0.1674
35,6,0.1664
37,6,0.3324
6,7,0.1674
8,7,0.3333
36,7,0.3324
38,7,0.1669
7,8,0.3333
9,8,0.1673
37,8,0.1667
39,8,0.3327
8,9,0.1673
10,9,0.3332
38,9,0.3326
40,9,0.1669
9,10,0.3332
11,10,0.1672
39,10,0.1668
41,10,0.3327
10,11,0.1672
12,11,0.3332
40,11,0.3327
42,11,0.1669
11,12,0.3332
13,12,0.1672
41,12,0.1668
43,12,0.3328
12,13,0.1672
14,13,0.3332
42,13,0.3328
44,13,0.1669
13,14,0.3332
15,14,0.1672
43,14,0.1669
45,14,0.3328
14,15,0.1672
16,15,0.3331
44,15,0.3328
46,15,0.1669
15,16,0.3331
17,16,0.1672
45,16,0.1669
47,16,0.3328
16,17,0.1672
18,17,0.3332
46,17,0.3328
48,17,0.1669
17,18,0.3332
19,18,0.1672
47,18,0.1669
49,18,0.3328
18,19,0.1672
20,19,0.3332
48,19,0.3328
50,19,0.1668
19,20,0.3332
21,20,0.1672
49,20,0.1669
51,20,0.3327
20,21,0.1672
22,21,0.3332
50,21,0.3327
52,21,0.1668
21,22,0.3332
23,22,0.1673
51,22,0.1669
53,22,0.3326
22,23,0.1673
24,23,0.3333
52,23,0.3327
54,23,0.1667
23,24,0.3333
25,24,0.1675
53,24,0.1669
55,24,0.3324
24,25,0.1675
26,25,0.3337
54,25,0.3324
56,25,0.1664
25,26,0.3337
27,26,0.1681
55,26,0.1669
57,26,0.3314
26,27,0.1681
28,27,0.3363
56,27,0.3311
58,27,0.1646
27,28,0.3363
29,28,0.1641
57,28,0.1671
58,28,0.0001
59,28,0.3324
28,29,0.1641
30,29,0.418
58,29,0.3214
59,29,0.0035
60,29,0.0929
29,30,0.418
59,30,0.1639
60,30,0.418
1,31,0.418
2,31,0.093
32,31,0.0035
61,31,0.1641
62,31,0.3214
1,32,0.164
2,32,0.0035
3,32,0.3324
31,32,0.0035
33,32,0.0001
61,32,0.3324
62,32,0.0001
63,32,0.1639
2,33,0.3214
3,33,0.0001
4,33,0.1646
32,33,0.0001
34,33,0.0003
62,33,0.1793
63,33,0.0002
64,33,0.334
3,34,0.1671
5,34,0.3314
33,34,0.0003
35,34,0.0003
63,34,0.334
65,34,0.1669
4,35,0.3311
6,35,0.1664
34,35,0.0003
36,35,0.0003
64,35,0.1683
66,35,0.3335
5,36,0.1669
7,36,0.3324
35,36,0.0003
37,36,0.0003
65,36,0.333
67,36,0.1671
6,37,0.3324
8,37,0.1667
36,37,0.0003
38,37,0.0003
66,37,0.1671
68,37,0.3332
7,38,0.1669
9,38,0.3326
37,38,0.0003
39,38,0.0003
67,38,0.3329
69,38,0.1671
8,39,0.3327
10,39,0.1668
38,39,0.0003
40,39,0.0002
68,39,0.167
70,39,0.333
9,40,0.1669
11,40,0.3327
39,40,0.0002
41,40,0.0002
69,40,0.3329
71,40,0.167
10,41,0.3327
12,41,0.1668
40,41,0.0002
42,41,0.0002
70,41,0.167
72,41,0.333
11,42,0.1669
13,42,0.3328
41,42,0.0002
43,42,0.0002
71,42,0.333
73,42,0.167
12,43,0.3328
14,43,0.1669
42,43,0.0002
44,43,0.0002
72,43,0.167
74,43,0.333
13,44,0.1669
15,44,0.3328
43,44,0.0002
45,44,0.0002
73,44,0.333
75,44,0.167
14,45,0.3328
16,45,0.1669
44,45,0.0002
46,45,0.0002
74,45,0.167
76,45,0.333
15,46,0.1669
17,46,0.3328
45,46,0.0002
47,46,0.0002
75,46,0.333
77,46,0.167
16,47,0.3328
18,47,0.1669
46,47,0.0002
48,47,0.0002
76,47,0.167
78,47,0.333
17,48,0.1669
19,48,0.3328
47,48,0.0002
49,48,0.0002
77,48,0.333
79,48,0.167
18,49,0.3328
20,49,0.1669
48,49,0.0002
50,49,0.0002
78,49,0.167
80,49,0.333
19,50,0.1668
21,50,0.3327
49,50,0.0002
51,50,0.0002
79,50,0.333
81,50,0.167
20,51,0.3327
22,51,0.1669
50,51,0.0002
52,51,0.0002
80,51,0.167
82,51,0.3329
21,52,0.1668
23,52,0.3327
51,52,0.0002
53,52,0.0003
81,52,0.333
83,52,0.167
22,53,0.3326
24,53,0.1669
52,53,0.0003
54,53,0.0003
82,53,0.1671
84,53,0.3329
23,54,0.1667
25,54,0.3324
53,54,0.0003
55,54,0.0003
83,54,0.3332
85,54,0.1671
24,55,0.3324
26,55,0.1669
54,55,0.0003
56,55,0.0003
84,55,0.1671
86,55,0.333
25,56,0.1664
27,56,0.3311
55,56,0.0003
57,56,0.0003
85,56,0.3335
87,56,0.1683
26,57,0.3314
28,57,0.1671
56,57,0.0003
58,57,0.0003
86,57,0.1669
88,57,0.334
27,58,0.1646
28,58,0.0001
29,58,0.3214
57,58,0.0003
59,58,0.0001
87,58,0.334
88,58,0.0002
89,58,0.1792
28,59,0.3324
29,59,0.0035
30,59,0.1639
58,59,0.0001
60,59,0.0035
88,59,0.1639
89,59,0.0001
90,59,0.3324
29,60,0.0929
30,60,0.418
59,60,0.0035
89,60,0.3214
90,60,0.1641
31,61,0.1641
32,61,0.3324
62,61,0.0001
91,61,0.3362
92,61,0.1671
31,62,0.3214
32,62,0.0001
33,62,0.1793
61,62,0.0001
63,62,0.0002
91,62,0.1646
92,62,0.0003
93,62,0.334
32,63,0.1639
33,63,0.0002
34,63,0.334
62,63,0.0002
92,63,0.3339
94,63,0.1677
33,64,0.334
35,64,0.1683
93,64,0.1649
95,64,0.3326
34,65,0.1669
36,65,0.333
94,65,0.3326
96,65,0.1673
35,66,0.3335
37,66,0.1671
95,66,0.1665
97,66,0.3328
36,67,0.1671
38,67,0.3329
96,67,0.3327
98,67,0.1672
37,68,0.3332
39,68,0.167
97,68,0.1669
99,68,0.3329
38,69,0.1671
40,69,0.3329
98,69,0.3328
100,69,0.1671
39,70,0.333
41,70,0.167
99,70,0.167
101,70,0.3329
40,71,0.167
42,71,0.333
100,71,0.3329
102,71,0.1671
41,72,0.333
43,72,0.167
101,72,0.167
103,72,0.3329
42,73,0.167
44,73,0.333
102,73,0.3329
104,73,0.167
43,74,0.333
45,74,0.167
103,74,0.167
105,74,0.3329
44,75,0.167
46,75,0.333
104,75,0.3329
106,75,0.167
45,76,0.333
47,76,0.167
105,76,0.167
107,76,0.3329
46,77,0.167
48,77,0.333
106,77,0.3329
108,77,0.167
47,78,0.333
49,78,0.167
107,78,0.167
109,78,0.3329
48,79,0.167
50,79,0.333
108,79,0.3329
110,79,0.167
49,80,0.333
51,80,0.167
109,80,0.1671
111,80,0.3329
50,81,0.167
52,81,0.333
110,81,0.3329
112,81,0.167
51,82,0.3329
53,82,0.1671
111,82,0.1671
113,82,0.3328
52,83,0.167
54,83,0.3332
112,83,0.3329
114,83,0.1668
53,84,0.3329
55,84,0.1671
113,84,0.1672
115,84,0.3327
54,85,0.1671
56,85,0.3335
114,85,0.3328
116,85,0.1665
55,86,0.333
57,86,0.1669
115,86,0.1673
117,86,0.3326
56,87,0.1683
58,87,0.334
116,87,0.3326
118,87,0.1649
57,88,0.334
58,88,0.0002
59,88,0.1639
89,88,0.0002
117,88,0.1677
119,88,0.334
58,89,0.1792
59,89,0.0001
60,89,0.3214
88,89,0.0002
90,89,0.0001
118,89,0.334
119,89,0.0003
120,89,0.1646
59,90,0.3324
60,90,0.1641
89,90,0.0001
119,90,0.1671
120,90,0.3362
61,91,0.3362
62,91,0.1646
121,91,0.1681
122,91,0.3311
61,92,0.1671
62,92,0.0003
63,92,0.3339
121,92,0.3314
122,92,0.0003
123,92,0.1669
62,93,0.334
64,93,0.1649
122,93,0.1683
124,93,0.3327
63,94,0.1677
65,94,0.3326
123,94,0.3326
125,94,0.167
64,95,0.3326
66,95,0.1665
