36,29,0.1451
37,29,0
38,29,0.3535
21,30,0.1457
22,30,0
23,30,0.3554
29,30,0
31,30,0
37,30,0.3535
38,30,0
39,30,0.1454
22,31,0.3559
23,31,0
24,31,0.1485
30,31,0
32,31,0
38,31,0.1454
39,31,0
40,31,0.3502
23,32,0.1456
24,32,0.3597
31,32,0
39,32,0.3502
40,32,0.1444
25,33,0.1444
26,33,0.3502
34,33,0
41,33,0.3597
42,33,0.1456
25,34,0.3502
26,34,0
27,34,0.1454
33,34,0
35,34,0
41,34,0.1485
42,34,0
43,34,0.3559
26,35,0.1454
27,35,0
28,35,0.3535
34,35,0
36,35,0
42,35,0.3554
43,35,0
44,35,0.1457
27,36,0.3535
28,36,0
29,36,0.1451
35,36,0
37,36,0
43,36,0.1479
44,36,0
45,36,0.3535
28,37,0.1451
29,37,0
30,37,0.3535
36,37,0
38,37,0
44,37,0.3535
45,37,0
46,37,0.1479
29,38,0.3535
30,38,0
31,38,0.1454
37,38,0
39,38,0
45,38,0.1457
46,38,0
47,38,0.3554
30,39,0.1454
31,39,0
32,39,0.3502
38,39,0
40,39,0
46,39,0.3559
47,39,0
48,39,0.1485
31,40,0.3502
32,40,0.1444
39,40,0
47,40,0.1456
48,40,0.3597
33,41,0.3597
34,41,0.1485
42,41,0.0006
49,41,0.1412
50,41,0.35
33,42,0.1456
34,42,0
35,42,0.3554
41,42,0.0006
43,42,0
49,42,0.3382
50,42,0
51,42,0.1602
34,43,0.3559
35,43,0
36,43,0.1479
42,43,0
44,43,0
50,43,0.1404
51,43,0
52,43,0.3559
35,44,0.1457
36,44,0
37,44,0.3535
43,44,0
45,44,0
51,44,0.3554
52,44,0
53,44,0.1454
36,45,0.3535
37,45,0
38,45,0.1457
44,45,0
46,45,0
52,45,0.1454
53,45,0
54,45,0.3554
37,46,0.1479
38,46,0
39,46,0.3559
45,46,0
47,46,0
53,46,0.3559
54,46,0
55,46,0.1404
38,47,0.3554
39,47,0
40,47,0.1456
46,47,0
48,47,0.0006
54,47,0.1602
55,47,0
56,47,0.3382
39,48,0.1485
40,48,0.3597
47,48,0.0006
55,48,0.35
56,48,0.1412
41,49,0.1412
42,49,0.3382
50,49,0.0109
57,49,0.4312
58,49,0.0785
41,50,0.35
42,50,0
43,50,0.1404
49,50,0.0109
51,50,0
57,50,0.1377
58,50,0.0109
59,50,0.35
42,51,0.1602
43,51,0
44,51,0.3554
50,51,0
52,51,0
58,51,0.3382
59,51,0.0006
60,51,0.1456
43,52,0.3559
44,52,0
45,52,0.1454
51,52,0
53,52,0
59,52,0.1485
60,52,0
61,52,0.3502
44,53,0.1454
45,53,0
46,53,0.3559
52,53,0
54,53,0
60,53,0.3502
61,53,0
62,53,0.1485
45,54,0.3554
46,54,0
47,54,0.1602
53,54,0
55,54,0
61,54,0.1456
62,54,0.0006
63,54,0.3382
46,55,0.1404
47,55,0
48,55,0.35
54,55,0
56,55,0.0109
62,55,0.35
63,55,0.0109
64,55,0.1377
47,56,0.3382
48,56,0.1412
55,56,0.0109
63,56,0.0785
64,56,0.4312
49,57,0.4312
50,57,0.1377
58,57,0.4312
49,58,0.0785
50,58,0.0109
51,58,0.3382
57,58,0.4312
59,58,0.1412
50,59,0.35
51,59,0.0006
52,59,0.1485
58,59,0.1412
60,59,0.3597
51,60,0.1456
52,60,0
53,60,0.3502
59,60,0.3597
61,60,0.1444
52,61,0.3502
53,61,0
54,61,0.1456
60,61,0.1444
62,61,0.3597
53,62,0.1485
54,62,0.0006
55,62,0.35
61,62,0.3597
63,62,0.1412
54,63,0.3382
55,63,0.0109
56,63,0.0785
62,63,0.1412
64,63,0.4312
55,64,0.1377
56,64,0.4312
63,64,0.4312
